"V2","Length"
"RP11-713N11.5",559
"AC007040.11",4451
"CTD-2277K2.1",1062
"CTD-3035D6.2",384
"RP11-344B23.2",520
"RP11-326A13.1",682
"CEP95",8048
"RP5-1021I20.5",3953
"EGLN3-AS1",308
"CTD-2128A3.2",558
"RP11-355I22.2",737
"TRAV32",340
"RP11-203M5.8",492
"RP11-164C12.2",2284
"RP11-19E11.1",942
"RP11-1079H9.1",768
"RP11-260M19.2",1474
"CTD-2134A5.3",127
"RP11-219E7.4",351
"RP11-1029J19.4",539
"FOXN3-AS1",1077
"RP11-644F5.16",488
"RP11-47I22.1",593
"RP11-1070N10.5",1714
"RP11-463J10.2",529
"RP11-1084I9.2",877
"RP11-991C1.1",737
"RP11-1078H9.2",559
"RP11-317N8.5",2867
"RP11-407N17.5",1359
"RP11-407N17.3",4392
"RP11-255G12.2",813
"RP11-696D21.2",880
"RP4-647C14.3",777
"RP11-497E19.2",643
"TUBB3",4430
"RP11-857B24.5",360
"SALRNA1",2086
"RP11-692C24.1",431
"LINC00519",682
"RP11-363J20.1",2364
"RP11-594C13.2",369
"RP11-1017G21.4",1240
"RP11-305B6.3",257
"RP11-100M12.1",380
"RP11-934B9.3",930
"RP11-753D20.1",428
"CTD-2207P18.2",717
"LINC01467",1187
"RP11-433J8.2",430
"RP11-638I2.4",331
"RP11-507K2.2",905
"UBE2F-SCLY",3195
"RP11-368P15.3",366
"TMEM179",4873
"RP11-131H24.4",553
"RP11-47I22.4",779
"TSPY1",1722
"RP11-26L16.1",207
"RP11-398E10.1",2904
"RP11-114N19.3",601
"RPPH1",638
"RP11-671J11.7",1324
"AE000662.92",781
"RP11-8L8.2",943
"RP3-449M8.6",589
"RP11-566K11.4",985
"RP11-463J10.3",479
"RP11-932A10.1",3965
"RP11-2C7.1",729
"RP11-561B11.6",504
"RP11-124D2.3",285
"LINC00524",418
"TVP23C-CDRT4",3097
"RP11-907D1.1",1274
"RP11-325D8.1",547
"FPGT-TNNI3K",9358
"CTD-2062F14.3",553
"RP11-718G2.5",448
"RP11-666E17.1",559
"RP11-404P21.1",572
"RP11-614O9.1",543
"CTD-2325P2.4",279
"RP11-409I10.2",708
"BLOC1S5-TXNDC5",3030
"RP11-167B3.1",385
"AE000661.50",457
"RP11-789A21.1",593
"CTD-2058B24.2",1153
"RP11-589M4.1",1426
"AE000662.93",386
"RP11-1140I5.1",1131
"RP11-488C13.4",756
"RP11-14J7.7",2467
"RP11-736P16.1",412
"ACTN1-AS1",936
"RP5-1021I20.1",688
"RP11-371E8.4",920
"CTD-3051D23.3",584
"TRAV37",342
"RP11-597A11.6",563
"LINC00639",4860
"RP11-247L20.4",446
"RP11-96D24.1",1044
"FOXN3-AS2",1262
"POC1B-GALNT4",5500
"RP11-973N13.3",432
"RP11-804L24.2",790
"RP11-488C13.6",954
"RP11-168L7.3",516
"RP11-407N17.4",530
"RP11-356O9.2",532
"CTD-2017C7.2",448
"LINC00517",4125
"TRAV30",337
"RP11-1112J20.2",814
"RP11-77A13.1",1011
"RP11-61O1.1",542
"RP11-270M14.4",609
"PTCSC3",571
"RP11-242P2.2",551
"LINC00911",558
"LINC01595",710
"RP11-359N5.1",445
"RP11-280K24.1",448
"NDUFC2-KCTD14",826
"RP11-406H23.2",502
"CTD-2540L5.5",611
"RP11-973N13.4",558
"RP11-840I19.3",1377
"RP11-1127D7.1",1851
"SMIM6",1086
"RP11-76E17.2",442
"RP11-187O7.3",632
"LRP1-AS",879
"RP11-99L13.2",268
"LINC00648",3043
"RP11-219E7.3",583
"RP11-298I3.5",835
"RP11-1085N6.3",734
"LINC00924",2682
"RP11-671J11.4",1137
"RP11-950C14.7",367
"LINC00644",295
"RP1-261D10.2",973
"RP11-313C4.1",318
"LINC00929",1994
"RP6-65G23.3",716
"ADAM20P1",3034
"RP11-1078H9.5",1376
"RP11-463C8.4",603
"RP11-1029J19.2",513
"RP11-100M12.3",1362
"RP11-763K15.1",480
"RP11-903H12.5",1498
"RP11-299G20.2",2590
"RP11-379K22.2",2520
"RP11-154B12.3",458
"CTD-2184D3.3",462
"RP11-420M1.2",364
"RP11-463I20.3",473
"RP11-424I19.2",762
"RP11-56B16.4",510
"CTD-2008A1.1",424
"CTD-2647E9.3",1341
"RP11-133K1.6",4020
"CTD-2544M6.1",364
"RP11-718O11.1",1270
"RP11-56B16.5",510
"RP11-342M21.2",472
"RP11-209K10.2",572
"ITGB3",4394
"RP5-991G20.2",1697
"RP11-64K12.8",729
"CTD-3065B20.2",474
"CTD-2071N1.1",841
"RP11-253M7.4",391
"LINC00928",1487
"CTD-3076O17.2",2393
"CTD-2050N2.1",1481
"RP11-809H16.5",916
"RP11-82L7.4",757
"SLC35G6",1697
"RP11-1008C21.1",2448
"CTD-2555C10.3",1603
"ANKRD34C-AS1",1543
"RP11-605F22.2",831
"RP11-209E8.1",601
"RP11-361D15.2",402
"RP11-108K3.1",561
"RP11-313P18.2",855
"AC002306.1",937
"RP11-684B21.1",632
"USP3-AS1",3624
"RP11-50C13.1",542
"RP11-643M14.1",1932
"AC011648.1",569
"RP11-627D16.1",539
"RP11-838N2.3",404
"IGHV4OR15-8",353
"RP11-60L3.1",2292
"RP11-809H16.4",872
"RP11-432J9.6",895
"AC007950.1",615
"RP11-624L4.2",1334
"CTD-2501E16.2",434
"RP11-522B15.3",5303
"RP11-815J21.3",568
"RP13-126C7.1",751
"RP11-62C7.2",574
"CTD-2033D15.1",281
"LINGO1-AS2",663
"SPATA8-AS1",627
"RP11-26L20.3",763
"RP11-162I7.1",963
"CTD-2330J20.2",874
"RP11-3D4.2",562
"BUB1B-PAK6",3091
"RP11-798K3.3",719
"RP11-617F23.1",2902
"RP11-355N15.1",2231
"CTA-339C12.1",622
"RP11-313P18.1",387
"RP11-562A8.4",667
"IGHV2OR16-5",358
"ZHX1-C8orf76",1325
"RP11-108K3.2",776
"PLCB2-AS1",568
"RP11-19J5.2",547
"RP11-522B15.5",552
"CTD-3065B20.3",807
"CTD-2116N17.1",3115
"RP11-293M10.6",4059
"RP11-183E24.2",410
"RP11-468E2.5",747
"RP11-762H8.1",449
"RP11-102L12.2",2129
"CTD-2184D3.6",874
"INAFM2",594
"RP11-57P19.1",648
"ST20-MTHFS",982
"LINC00596",937
"RP11-323I15.5",1342
"IGHV1OR15-2",353
"RP11-20G13.1",395
"RP11-519G16.5",729
"TMC3-AS1",1349
"RP11-624L4.1",3242
"RP11-798K3.2",1177
"RP11-4G2.1",561
"RP11-15E18.1",718
"RP11-111E14.1",1072
"RP11-109D20.2",426
"RP11-30K9.5",450
"RP11-519G16.3",3886
"RP11-90E5.1",1781
"RP11-316M1.12",778
"RP11-327J17.2",751
"RP11-142J21.1",581
"LINC00927",3664
"RP11-307C19.1",3814
"CTD-2054N24.2",1291
"RP11-64K12.9",584
"RP11-424I19.1",556
"RP11-815J21.4",660
"RP11-64K12.4",482
"RP11-1069G10.1",8535
"RP11-468E2.6",850
"CTD-2240J17.1",893
"RP11-815J21.2",953
"RP11-505E24.3",491
"RP11-346D14.1",2982
"RP11-403B2.6",748
"GH1",1196
"RP11-605F22.1",695
"RP11-27M9.1",552
"RP11-475A13.2",2428
"TGIF2-C20orf24",918
"RP11-315L6.1",454
"RP11-158M2.3",964
"RP11-3D4.3",964
"RP11-521C20.3",461
"RP11-158M2.5",855
"LINC01314",6890
"RP11-109D20.1",542
"RP11-307C19.2",1224
"RP11-593F23.1",2354
"RP11-265N7.2",1226
"RP11-35O15.1",334
"RP11-253M7.1",2265
"CERS3-AS1",661
"THTPA",2894
"RP11-720L8.1",463
"CTC-378H22.2",1955
"RP11-798K3.4",423
"CTD-2650P22.1",865
"RP11-89K21.1",3872
"RP11-752G15.8",1091
"RP11-403B2.5",1074
"RP11-276M12.1",526
"RP11-489D6.2",561
"RP11-462P6.1",1112
"RP11-16E12.1",1901
"RP11-265N7.1",1961
"ADNP-AS1",927
"RP11-279F6.2",890
"MGC15885",2425
"RP11-321G12.1",2230
"RP11-128A17.1",464
"CPEB1-AS1",5014
"RP11-540O11.7",414
"RP11-1084A12.2",387
"RP11-227D13.4",540
"LINC01169",833
"RP11-96C21.1",239
"RP11-650L12.1",325
"RP11-654A16.3",588
"RP11-753A21.1",1963
"RP11-39M21.1",476
"RORA-AS2",664
"RP11-930O11.2",517
"CTD-2147F2.1",989
"RP11-154J22.1",4710
"IGHV3OR15-7",359
"MRPL46",6432
"RP11-210M15.2",7251
"RP11-244F12.3",3354
"RP11-616K22.2",655
"RP11-543G18.1",527
"RP11-352D13.5",883
"RP11-661D19.3",1006
"UBE2Q2L",499
"RP11-685G9.2",758
"RP11-365N19.2",828
"RP11-324D17.1",540
"LINC01583",2568
"RP11-519G16.2",292
"CTD-2651B20.3",1455
"RP11-540O11.4",712
"RP11-468E2.2",4351
"RP11-680F8.3",1451
"LINC00052",1966
"RP11-272D12.2",531
"RP11-468E2.4",4798
"RP11-259A24.1",925
"RP11-138H8.2",472
"RP11-522B15.7",542
"RP11-111A22.1",2321
"RP11-526I2.1",632
"RP11-778O17.4",2600
"RP11-522B15.4",812
"CTD-2034I4.1",564
"RP11-158M2.2",569
"RP11-351M8.2",683
"RP11-38G5.2",539
"RP11-182J1.10",546
"AC140725.4",909
"RP11-335K5.2",1980
"RP11-648K4.2",448
"CTD-2329K10.1",498
"RP11-16B9.1",399
"BLID",862
"LINC01491",966
"RP11-39M21.2",481
"RP11-430B1.2",2096
"RP11-66B24.5",643
"RP11-461F11.3",1780
"RP11-66B24.4",6792
"RP11-521C20.2",864
"RP11-463I20.2",477
"RP11-552E10.1",472
"RP11-317G6.1",580
"RP11-20G13.3",323
"RP11-554D20.1",982
"CTD-2034I4.2",1087
"RP11-516C1.1",625
"RP11-275I4.1",553
"RP11-138E16.1",666
"CTD-2012M11.3",383
"RP11-66B24.1",1183
"CTD-2647L4.5",585
"RP11-499F3.1",476
"LINC01582",930
"RP11-429B14.3",459
"RP11-507B12.2",1985
"RP11-540O11.6",500
"RP11-562A8.5",297
"RP11-133L19.1",499
"RP11-654A16.1",263
"RP11-138H8.3",440
"RP11-244F12.2",691
"RP11-557C18.4",326
"AC100830.3",1609
"RP11-184D12.1",1294
"PCAT29",2830
"ST20-AS1",4223
"RP11-143J24.1",485
"RP11-351M8.1",744
"RP11-272D12.1",371
"RP11-797A18.3",264
"RP11-245C17.2",487
"RP11-325E5.1",743
"RP11-89K11.1",711
"AC068831.15",795
"CTD-2314G24.2",7152
"CTD-2147F2.2",1726
"LINGO1-AS1",2720
"RP11-707P17.2",1263
"RP11-643A5.2",1295
"RP11-485O10.2",406
"RP11-69G7.1",658
"IQCH-AS1",6732
"RP11-507B12.1",434
"RP11-343B18.2",571
"RP11-707P17.1",560
"RP11-812E19.9",349
"RP11-96O20.2",431
"RP11-120K9.2",606
"CTD-2315E11.1",355
"LINC01220",718
"RP11-499F3.2",767
"RP13-262C2.3",546
"RP11-299H22.1",2369
"RP11-236L14.1",571
"LINC00593",1828
"RP11-227D13.1",1943
"RP11-762H8.3",685
"CTD-2184D3.7",1538
"CTD-3032H12.2",359
"CTD-2184D3.5",635
"CTD-3110H11.1",612
"LINC00677",584
"RP11-930O11.1",846
"RP11-348B17.1",658
"RP11-758N13.1",1738
"RP5-823G15.5",542
"LINC01581",3267
"CTD-3032H12.1",778
"RP11-1069G10.2",1225
"CTD-2007H18.1",325
"RP11-326N17.1",823
"RP11-182L7.1",499
"CRTC3-AS1",957
"RP11-475A13.1",3666
"RP11-275I4.2",815
"AC066615.1",375
"RP11-290H9.2",2785
"RP11-208K4.1",581
"RP11-505E24.2",720
"RP11-625H11.2",577
"RP11-129I19.2",688
"RP11-324D17.2",451
"RP11-20G13.2",198
"RP11-138H10.2",509
"RP11-158M2.4",494
"RP11-327J17.1",447
"PCSK6-AS1",639
"RP5-991G20.1",4842
"RP11-16E12.2",1563
"RP11-507J18.2",304
"RP11-182J1.13",1212
"RP11-45P15.4",694
"RP11-544D21.2",3011
"RP11-231E4.2",2339
"RP11-304L19.12",1225
"RP11-1006G14.2",594
"RP11-20I23.3",596
"CTD-2118P12.1",2816
"RP11-359K18.3",1082
"RP11-1078H9.6",2626
"RP11-14K3.7",554
"RP11-114H24.6",483
"RP11-400N9.1",2285
"RP11-23E19.2",483
"RP11-554A11.9",778
"CTD-2256P15.2",901
"SLC22A31",2610
"CTD-2012K14.7",899
"RP11-382A20.5",754
"RP11-426C22.4",2099
"RP5-1142A6.5",213
"RP11-300A12.2",1537
"RP11-565N2.2",285
"RP11-53L24.1",392
"RP5-1024G6.7",3591
"RP11-568A19.1",405
"AC083843.1",6253
"RP11-169E6.4",744
"LYPD8",2237
"RP11-467D6.1",2234
"RP11-63E9.1",3996
"LINC00567",3409
"RP11-23E19.1",666
"RP11-284N8.3",3481
"RP11-672L10.1",861
"RP11-491F9.6",309
"LA16c-380A1.1",446
"LINC01566",2961
"RP11-429P3.3",498
"RP11-467L24.1",548
"RP11-95H3.1",890
"VENTXP1",2716
"IGHV1OR16-2",349
"RP11-211G23.1",2424
"RP11-574O16.1",585
"RP11-439I14.2",456
"CTC-471C19.2",442
"RP11-143E21.6",763
"SH3RF3-AS1",1604
"RP11-488L18.10",1246
"RP11-525K10.3",2990
"AL022344.7",968
"RP11-753A21.2",2098
"CTD-3037G24.4",563
"RP11-46C24.7",2443
"RP11-1O10.1",564
"RP11-830F9.5",3057
"EHD4-AS1",771
"RP11-1100L3.8",915
"RP11-923I11.5",427
"CTD-2540M10.1",293
"RP11-315F22.1",583
"CTA-204B4.2",2231
"RP11-715J22.2",3264
"CTD-3037G24.3",698
"RP11-343C2.7",747
"PWRN1",4833
"RP11-932O9.4",1198
"RP6-91H8.2",651
"RP11-616M22.2",476
"CTC-527H23.2",306
"RP11-298D21.2",702
"RP11-410E4.1",2204
"RP11-407P15.2",1044
"RP11-2E11.5",2902
"CTA-363E6.2",2278
"RP11-218M11.1",1520
"CTA-481E9.4",740
"RP11-77H9.5",409
"CTD-3203P2.1",1686
"RP11-48G14.2",2465
"RP1-39G22.7",1541
"CDRT7",767
"CTD-2012K14.3",336
"RP11-490G2.2",1810
"XX-DJ76P10__A.2",484
"AC009133.15",547
"IL21R-AS1",2615
"CTD-2547G23.2",510
"RBM15B",6641
"RP11-491F9.8",1851
"RP11-121C2.2",4218
"RP4-597A16.2",477
"THSD4-AS1",3015
"RP11-2E17.2",556
"RP11-428C6.2",1075
"RP11-44L9.3",479
"LINC00261",5552
"RP11-553L6.5",1679
"AL121578.2",710
"AF096876.1",444
"RP11-549B18.1",1169
"RP11-382A20.4",943
"CTD-2555A7.1",472
"CTD-2336H13.2",466
"IGHV1OR16-4",205
"RP11-753D20.4",2352
"RP3-467N11.1",1517
"TGFBR3L",1516
"RP11-279O17.2",600
"RP11-351A20.2",472
"AC027601.1",4506
"RP11-315D16.2",718
"RP11-732A21.2",1957
"RP11-65J21.1",518
"RP13-20L14.1",360
"RP11-1035H13.2",361
"RP11-505K9.1",521
"RP11-218F4.1",1340
"RP11-480I12.10",592
"LA16c-306A4.1",530
"RP11-490M8.1",366
"CTD-2015G9.1",506
"HOXB7",1528
"RP11-401P9.1",1146
"RP11-686F15.2",429
"LINC00657",5339
"LCMT1-AS2",7990
"CTD-2524L6.3",896
"RP11-355E10.1",834
"CTD-2034I21.1",981
"RP11-454K7.3",1625
"IGHV1OR16-3",205
"RP3-404K8.2",341
"LA16c-390E6.4",570
"CTC-527H23.3",539
"LINC01571",955
"RP11-279O17.3",481
"RP11-231E19.1",2764
"RP11-388M20.1",833
"RP5-968P14.2",2000
"CTD-2587M23.1",3024
"RP11-182J23.1",705
"RP11-418I22.2",796
"CTD-2313J23.1",6510
"RP11-488I20.9",2975
"RP11-254F7.2",1572
"RP11-66N11.8",787
"MIR762HG",1815
"RP11-615I2.1",547
"RP11-42I10.1",1921
"RP11-92G12.3",736
"RP11-292D4.3",3654
"RP11-33B1.4",901
"RP11-77K12.7",2125
"RP11-1E4.1",3770
"LINC00564",1119
"RP11-715J22.3",397
"SPDYE6",1691
"RP11-220I1.5",964
"RP11-568N6.1",1907
"LINC01070",2829
"AC005606.15",504
"RP11-529K1.4",590
"CTC-420A11.2",714
"RP6-201G10.2",1432
"RP11-177B4.2",1741
"RP5-1142A6.9",1845
"RP11-923I11.3",896
"RP11-326A19.4",597
"AGBL1-AS1",2440
"RP11-14N9.2",674
"LINC00556",412
"LA16c-312E8.2",379
"RP11-212I21.2",1515
"CTD-2270L9.4",1007
"RP11-258F22.2",358
"RP11-19N8.4",1506
"RP11-764E7.1",1028
"RP11-322D14.2",672
"RP11-407G23.1",472
"RP11-748L13.6",1395
"RP11-394B2.6",551
"RP11-67H24.2",601
"RP11-863P13.1",608
"RP11-521O16.2",4476
"RP11-863P13.6",213
"RP11-146F11.5",482
"RP11-96O20.4",1060
"RP11-95H11.1",1105
"LINC01413",772
"RP11-2I17.4",393
"CTD-3126B10.4",572
"RP4-536B24.3",756
"RP5-902P8.12",1558
"RP11-109P11.1",534
"RP11-432I5.6",406
"RP11-481J2.2",1776
"CTA-331P3.1",1530
"RP11-756H20.1",1336
"RP11-83N9.5",1334
"RP11-357N13.2",739
"RP1-239B22.5",2883
"RP11-424G14.1",2666
"RP11-143N13.2",642
"RP3-333B15.4",2290
"RP11-108B14.5",3095
"CTD-2026K11.2",572
"RP11-680F20.10",1498
"RP11-303E16.3",1401
"RP11-809F4.3",2109
"RP11-347C12.10",992
"CCDC187",4811
"RP11-293N14.1",861
"RP11-483P21.2",1603
"FRRS1L",8197
"JHDM1D-AS1",2380
"PWRN4",420
"RP11-166N6.3",1329
"CTD-2026K11.3",560
"RP11-708J19.1",1911
"RP11-148M9.1",531
"PMF1-BGLAP",1007
"RP11-274H24.1",2272
"CTA-481E9.3",691
"AC000032.2",491
"RP11-401P9.5",5275
"RP11-384M15.3",369
"AP000997.2",8400
"AP001063.1",529
"RP5-1085F17.3",2131
"RP11-368I7.4",721
"SNHG19",342
"RP11-480A16.1",3508
"RP11-440L14.3",713
"AC004125.3",960
"RP11-44F21.5",1033
"RP11-452L6.5",3026
"LINC00919",1658
"RP1-45N11.1",1431
"RP11-20I23.1",1944
"RP11-425D10.10",872
"RP11-817O13.8",1430
"RP11-77H9.2",2642
"RP11-101E7.2",1154
"RP11-109G23.3",2320
"AC137932.5",517
"ITFG1-AS1",626
"RP11-600F24.7",4063
"C6orf229",814
"TBC1D3G",2065
"CTD-2535I10.1",445
"RP11-505K9.4",3055
"RP11-973H7.1",1273
"RP11-203B7.2",4159
"RP11-388M20.6",463
"NTRK3-AS1",2663
"RP11-645C24.5",1665
"RP11-586K12.10",2405
"RP11-812E19.7",346
"MRC1",5198
"RP11-48B3.4",1805
"RP11-339A11.2",1976
"HSPB9",1922
"RP11-416I2.1",3077
"RP11-412D9.4",1469
"RP11-111J6.2",819
"LINC01570",1107
"HEXA-AS1",2676
"RP11-254F19.3",598
"RP11-1035H13.3",764
"LINC01043",6897
"RP11-643C9.1",385
"RP11-473I1.5",731
"RP11-152P23.2",430
"RP11-382A20.6",499
"CTD-2288F12.1",463
"RP11-533E19.5",1257
"RP11-297M9.1",660
"RP11-256I9.3",781
"RP11-264B17.4",1478
"CTD-2526A2.2",995
"RP11-631M21.1",390
"RP11-343C2.9",564
"AQP4-AS1",6944
"RP11-646E18.4",1180
"CTD-2583P5.1",786
"RP11-429P3.5",666
"RP11-450H6.3",1923
"RP11-463O9.6",269
"LINC00562",2470
"RP11-575I8.1",2084
"RP11-297L17.3",286
"LA16c-313D11.9",1274
"RP11-56L13.1",2484
"RP11-616M22.1",542
"RP11-402F9.3",465
"RP11-403B2.7",1602
"RP11-420N3.2",1580
"RP5-963E22.5",1965
"CTD-2542L18.1",3455
"RP3-406A7.7",374
"RP11-1437A8.3",262
"LA16c-444G7.2",498
"RP1-155D22.2",1639
"RP13-735L24.1",4388
"LA16c-316G12.2",435
"SCX",999
"RP11-626G11.4",841
"RP11-202D1.2",1037
"RP11-20I23.7",287
"LMF1-AS1",1448
"LINC01544",5168
"RP11-96D1.7",490
"ATP2A1-AS1",583
"RP11-304L19.2",627
"LCMT1-AS1",1168
"RP11-523L20.1",557
"RP11-367F23.2",1395
"NBAT1",1940
"C16orf95",3670
"RP11-723G8.1",613
"KCNJ18",2196
"RP11-284F21.8",1828
"RP4-561L24.3",1766
"RP11-63M22.2",1790
"RP4-536B24.2",522
"RP11-405F3.4",804
"LINC01290",502
"C15orf59-AS1",1575
"RP11-834C11.11",2157
"RP11-923I11.4",1027
"RP11-85A1.3",864
"RP11-254F7.1",1248
"LINC01584",1427
"RP11-142G1.1",630
"RP11-1081M5.2",2172
"RP11-297C4.3",528
"RP11-166B2.7",601
"CISTR",918
"RP11-219B4.7",1540
"RP11-55K13.1",2693
"RP11-161M6.3",1383
"RP4-536B24.4",802
"CTD-3193O13.1",506
"RP11-558A11.3",469
"RP11-410C4.5",2912
"RP11-356C4.3",416
"RP11-271M24.2",1315
"AC004381.7",351
"CTD-2199O4.3",2508
"RP11-426C22.5",3068
"RP11-109E24.2",433
"RP11-510M2.6",440
"RP11-73K9.2",2036
"FAM157C",5078
"RP11-558A11.2",416
"LA16c-381G6.1",1773
"RP5-1085F17.4",459
"RP11-529K1.3",2587
"RP13-379O24.2",2188
"CTB-134F13.1",415
"RP6-24A23.6",563
"RP11-457I16.2",699
"PWRN2",4824
"RP11-49I11.1",609
"RP11-728K20.2",3044
"RP11-63M22.1",536
"RP13-516M14.1",1195
"RP11-403N16.3",3007
"CTD-2358C21.3",538
"RP11-669I1.1",1463
"RP11-24N18.1",295
"RP11-16N11.2",1715
"RP11-21B23.3",517
"RP11-801I18.1",87
"RP11-56L13.7",262
"RP11-615I2.2",1682
"CTD-2541J13.1",3176
"RP11-382A20.2",396
"RP11-142A12.1",717
"CTB-113P19.4",1567
"AP000223.42",557
"RP13-192B19.2",4997
"RP11-930P14.2",1770
"STAM-AS1",2595
"CTA-363E6.6",633
"RP11-432I5.2",465
"CTD-2055G21.1",452
"DUX4",2036
"AC012531.25",2680
"RP1-140K8.5",7060
"RP11-883G14.3",584
"RP11-382A20.7",421
"RP11-352B15.2",1319
"RP11-432I5.4",1018
"RP3-522J7.6",1567
"RP11-491F9.1",654
"RP11-327F22.4",814
"RP5-1142A6.7",558
"RP11-23N2.4",1211
"RP11-775C24.3",2455
"RP11-883G14.4",511
"RP11-413H22.2",549
"RP11-24D15.1",484
"RP11-452L6.7",655
"RP11-23E10.3",560
"SNAI3-AS1",5037
"RP11-375I20.6",1946
"RP11-521O16.1",1472
"RP11-21M24.3",423
"KB-1000E4.2",463
"RP11-1299A16.3",5647
"RP11-717I24.1",251
"RP11-250B2.5",2123
"LA16c-385E7.1",682
"RP1-178F10.1",749
"RP11-403P17.2",555
"AF213884.2",479
"RP11-114G11.5",3154
"RP11-315D16.4",736
"RP11-368L12.1",813
"RP11-46C24.6",403
"RP11-69H7.2",1306
"RP11-152L20.3",1304
"AC004158.3",5253
"RP11-447M4.1",2977
"RP11-1006G14.1",2441
"RP4-529N6.2",573
"LINC01541",3105
"RP11-546O6.4",1728
"RP11-643C9.2",299
"CTA-363E6.5",665
"CTD-2076M15.1",1900
"RP11-44L9.2",375
"ANKRD20A1",3887
"AC026150.8",701
"RP11-556H2.4",476
"RP11-513N24.1",2673
"RP11-439E19.9",2968
"RP11-449J10.1",579
"LINC00543",1845
"RP11-525K10.1",755
"CTA-29F11.1",670
"RP11-616M22.7",320
"RP11-744D14.2",1406
"AC009133.17",1656
"LINC01243",721
"AF067845.1",1192
"AC005307.1",1570
"RP11-106M3.2",4374
"RP11-264L1.4",719
"RP11-72I8.1",2598
"LINC01227",2141
"LINC00554",3011
"RP11-2F9.4",545
"AC026471.6",578
"CTC-391G2.1",481
"RP11-366L5.1",3813
"RP11-255C15.3",1566
"RP11-329J18.3",764
"RP11-482M8.1",1356
"RP11-403P17.3",511
"RP11-609N14.1",1313
"RP11-553E24.3",339
"RP11-677O4.2",3710
"PWRN3",849
"RP11-184E9.2",1513
"RP11-445O3.3",3300
"RP11-491F9.5",1827
"RP1-39J2.1",659
"RP11-352G18.2",500
"CTD-2008P7.1",2736
"RP11-304L19.13",980
"RP11-856M7.1",3566
"RP11-580I1.1",556
"CASC17",2059
"RP11-112L7.1",3258
"RP11-298D21.1",1833
"RP11-21M24.2",1455
"RP11-982M15.8",3816
"RP5-882C2.2",2012
"RP11-1348G14.5",540
"RP11-354M1.2",562
"LINC00890",4758
"PKI55",3148
"RP11-61J19.5",1899
"RP11-872J21.3",1512
"RP11-161M6.2",3905
"CTD-2007L18.5",1094
"CTD-2547L24.4",705
"RP11-107F6.3",510
"RP11-249C24.10",444
"RP11-1437A8.4",2486
"RP11-524O1.4",629
"CTD-3253I12.1",1493
"RP11-256I9.2",1464
"RP11-152F13.10",880
"RP11-434B12.1",1553
"RP11-531A24.3",3296
"RP11-60H5.1",3137
"RP11-586K12.4",866
"RP11-17M15.1",866
"CTD-2009A10.1",532
"RP11-437L7.1",456
"RP11-403P17.5",843
"FBXL19-AS1",3951
"RP11-264B17.2",1092
"CTD-2144E22.8",552
"RP11-439E19.10",3472
"RP11-80F22.15",459
"RP11-558A11.1",463
"RP4-576H24.4",1283
"RP11-459F6.1",330
"RP11-394I13.1",1884
"AC002310.13",377
"RP11-715J22.4",879
"LINC01229",2409
"RP11-211G23.2",372
"RP11-483I13.5",1566
"HCCAT5",1079
"AC009120.5",513
"TAT-AS1",873
"CASC22",1076
"RP11-96D1.5",460
"CTD-2026K11.1",563
"CTD-2012K14.4",207
"RP11-554A11.7",622
"PRCAT47",2538
"ADPGK-AS1",3138
"RP11-95M5.1",3830
"XKR7",7844
"RP11-105C19.1",375
"AC008088.4",840
"LINC00565",2331
"RP11-196G11.2",449
"LINC01254",3225
"RP11-343C2.11",1284
"CCPG1",8790
"CTD-3154N5.1",498
"RP11-989E6.8",650
"RP11-538I12.3",652
"AC137934.1",3154
"LINC01311",1445
"RP11-380D11.2",709
"RP11-459F6.3",577
"RP11-327F22.1",640
"LINC01416",2310
"RP11-483P21.6",563
"CTA-363E6.7",510
"RP11-548M13.1",518
"CAPN10-AS1",4000
"RP11-476D10.1",1951
"FOXC2-AS1",319
"RP11-916L7.1",551
"RP11-384P7.7",3528
"RP5-978I12.1",1669
"RP11-426C22.6",561
"RP11-30L15.6",440
"RP11-299H22.7",592
"RP11-488I20.8",1262
"RP11-350A1.2",472
"LINC00557",1279
"RP11-297L17.2",1137
"RP11-190D6.2",443
"RP11-295D22.1",1463
"RP11-504A18.1",1351
"RP1-58B11.1",1697
"RP11-105C19.2",1666
"RP11-586K12.8",262
"RP11-142G1.3",559
"GS1-120K12.4",1091
"RP11-333I13.1",2463
"MKRN3-AS1",566
"RP11-77H9.8",427
"RP11-315A16.1",427
"RP11-150D5.2",739
"RP11-854K16.3",510
"RP11-285A1.1",1931
"LA16c-395F10.2",485
"RP3-518E13.2",847
"DOCK9-AS2",807
"RP11-165H23.1",2432
"RP11-521L9.1",260
"RP11-534L20.5",509
"RP11-546B15.1",988
"LINC01572",4752
"RP11-1437A8.5",2239
"RP11-116D2.1",1605
"CTD-2050B12.1",795
"RP11-370P15.2",443
"LL09NC01-254D11.1",1990
"RP11-111K18.2",1368
"RP11-744K17.1",4710
"GS1-279B7.1",1088
"RP11-84D1.2",2443
"AC012322.1",861
"CTD-2588J6.2",424
"RP11-791M20.1",914
"RP11-209D14.2",1184
"RP11-151E14.1",2208
"RP11-574H6.1",517
"CTC-471C19.1",3255
"RP1-149C7.1",987
"RP11-417E7.2",544
"RP11-24M17.6",2905
"AP006547.3",692
"RP11-673P17.4",692
"RP11-357N13.1",281
"SULT1A3",2561
"RP11-6O2.4",2562
"RP11-195M16.3",1889
